author,updated_at,like_count,text,video_id,cleaned_text,sentiment,sentiment_score,keywords,entities,topic
@naphakademagadla,2026-06-20T21:39:31Z,0,I would like to send a complaint to FIFA what the world has done to CR7 is so bad the portugal players hate him lets not forget what this man has done please it hurts to see him this way please,fJrctBM0poE,i would like to send a complaint to fifa what the world has done to cr7 is so bad the portugal players hate him lets not forget what this man has done please it hurts to see him this way please,negative,-0.7734,"['complaint fifa', 'bad portugal', 'portugal players']","[('cr7', 'PERSON'), ('portugal', 'GPE')]",-1
@Thesoulking1-m5p,2026-06-20T20:55:27Z,0,"I think it’s all about  underestimating Congo , who wouldn’t. Underestimating is always dangerous even the small one .",fJrctBM0poE,i think it s all about underestimating congo who wouldn t underestimating is always dangerous even the small one,negative,-0.4767,"['underestimating congo', 'congo', 'congo wouldn']",[],24
@EugeneOseiAgyemang,2026-06-20T20:44:23Z,0,"""He will score 4 goals and silence the haters and messi"" they said",fJrctBM0poE,he will score 4 goals and silence the haters and messi they said,negative,-0.4939,"['haters messi', 'messi said', 'messi']","[('messi', 'PERSON')]",3
@hoanghuan5227,2026-06-20T20:43:17Z,0,penaldo,fJrctBM0poE,penaldo,neutral,0.0,[],[],41
@Smile_and_love19,2026-06-20T20:13:21Z,0,"Cristiano ronaldo wins the next two world cups 2026 .. 2030 🥰⚽️💙🇵🇹 

Probably messi fans cristiano haters: the world cup is a friendly tournament 😡😡❤️‍🔥💔.

Always obsessed about cristiano .. i hope they get healed 😅 its only love from me to you 😅🤍",fJrctBM0poE,cristiano ronaldo wins the next two world cups 2026 2030 probably messi fans cristiano haters the world cup is a friendly tournament always obsessed about cristiano i hope they get healed its only love from me to you,positive,0.8779,"['messi fans', 'messi', 'ronaldo wins']","[('cristiano', 'PERSON')]",-1
@gaintman62,2026-06-20T19:52:47Z,2,"I think fernandes is inciting everyone to hate Ronaldo.. even though losing or winning is common in football. Its a team game, not an individual who stands out.",fJrctBM0poE,i think fernandes is inciting everyone to hate ronaldo even though losing or winning is common in football its a team game not an individual who stands out,negative,-0.4404,"['hate ronaldo', 'ronaldo losing', 'ronaldo']",[],108
@josieEris,2026-06-20T19:44:07Z,0,Portugal wants ronaldo to beat messi so bad they forget about the world cup.,fJrctBM0poE,portugal wants ronaldo to beat messi so bad they forget about the world cup,negative,-0.7687,"['portugal wants', 'wants ronaldo', 'ronaldo beat']","[('portugal', 'GPE'), ('messi', 'PERSON')]",33
@AnayacGomez,2026-06-20T19:34:30Z,0,"Ronaldooooo o, ❤, soy, tu, fan, aaaaaaa,",fJrctBM0poE,ronaldooooo Oh soy thank you fan aaaaaaa,positive,0.5859,"['ronaldooooo oh', 'ronaldooooo', 'fan aaaaaaa']",[],66
@Remyflexy,2026-06-20T19:06:30Z,2,its about messi and mbape and not christiano in 2026 🤦‍♀️ facts,fJrctBM0poE,its about messi and mbape and not christiano in 2026 facts,neutral,0.0,"['messi mbape', 'messi', 'mbape christiano']","[('messi', 'PERSON')]",3
@cuongngo249,2026-06-20T19:01:48Z,0,1:22 why stolen ball ???,fJrctBM0poE,1 22 why stolen ball,negative,-0.4939,"['stolen ball', '22 stolen', '22']",[],-1
@Mafeejbc,2026-06-20T18:54:41Z,0,Tengo miedo... Atentamente una colombiana 😂,fJrctBM0poE,tengo miedo atentamente una colombiana,neutral,0.0,"['una colombiana', 'miedo atentamente', 'tengo miedo']","[('tengo miedo', 'ORG'), ('una colombiana', 'ORG')]",4
@BeecharaIndriver786,2026-06-20T18:51:31Z,0,"Its starts Only, Ronaldo will comeback in next match!😊

"" Ronaldo Fans Attendence plz""""",fJrctBM0poE,its starts only ronaldo will comeback in next match ronaldo fans attendence please,positive,0.3182,"['starts ronaldo', 'ronaldo comeback', 'match ronaldo']",[],26
@mohammadoky,2026-06-20T18:38:48Z,0,"Joao neves is a laughing stock 



He should pass to his own mentor and father 

Or else everyone including Egyptians and portugese people will make you and your so called “girl”friend will make you flee Europe",fJrctBM0poE,joao neves is a laughing stock he should pass to his own mentor and father or else everyone including egyptians and portugese people will make you and your so called girl friend will make you flee europe,positive,0.7693,"['joao neves', 'joao', 'neves']","[('joao', 'PERSON'), ('europe', 'LOC')]",-1
@jamesmwamba1136,2026-06-20T18:38:26Z,0,"✅💖🥳🔥🇨🇩 ON LES AVAIT PRÉVENU "" ON LES A MAÎTRISÉ "" 🔥🤫

AMENEZ NOUS ARGENTINE, FRANCE, MÊME ALLEMAGNE, ON VA VÉRIFIER UN TRUC 😁

WISSA MEILLEUR QUE RONALDO 
RDC MEILLEUR ÉQUIPE DU MONDE",fJrctBM0poE,on les avait prévenu on les a maîtrisé amenez nous argentine france même allemagne on va vérifier un truc wissa meilleur que ronaldo rdc meilleur équipe du monde,neutral,0.0,"['que ronaldo', 'prévenu les', 'meilleur que']","[('france', 'GPE'), ('va', 'GPE'), ('un', 'ORG'), ('wissa meilleur', 'PERSON'), ('rdc meilleur', 'PERSON')]",-1
@IgedeYudha18,2026-06-20T18:33:03Z,1,Messi always better than Ronaldo 😂,fJrctBM0poE,messi always better than ronaldo,positive,0.4404,"['messi better', 'better ronaldo', 'messi']","[('messi', 'PERSON')]",37
@williamtam8948,2026-06-20T18:23:52Z,0,Cristiano Ronaldo needs to move and create space for his teammates to pass to him. He can‘t just stand there like a post — nobody’s going to pass him the ball if he stays static.,fJrctBM0poE,cristiano ronaldo needs to move and create space for his teammates to pass to him he can t just stand there like a post nobody s going to pass him the ball if he stays static,positive,0.5574,"['ronaldo needs', 'cristiano ronaldo', 'ronaldo']",[],101
@almansurin461,2026-06-20T18:09:57Z,0,😊please tell the coach martines.. to learn from psg club.. how the portugal player with solid formation for the team winner ... bravo Siuuuuuuuuu,fJrctBM0poE,please tell the coach martines to learn from psg club how the portugal player with solid formation for the team winner bravo siuuuuuuuuu,positive,0.7717,"['portugal player', 'coach martines', 'club portugal']",[],33
@gujibuandfriends9766,2026-06-20T18:08:21Z,0,What ronaldo is experiencing now is karma. He talked bs over the years. Now he can't live up to his self praises.,fJrctBM0poE,what ronaldo is experiencing now is karma he talked bullshit over the years now he can t live up to his self praises,negative,-0.1027,"['ronaldo experiencing', 'ronaldo', 'experiencing karma']",[],26
@NickR27,2026-06-20T18:07:43Z,0,Messi makes runs pushes through the defenders and sets up his teammates. Ronaldo would rather give up a scoring chance just to flop and just stands offside and cries when he doesn’t get the ball,fJrctBM0poE,messi makes runs pushes through the defenders and sets up his teammates ronaldo would rather give up a scoring chance just to flop and just stands offside and cries when he doesn t get the ball,negative,-0.4215,"['messi', 'messi makes', 'ronaldo scoring']","[('messi', 'PERSON'), ('doesn', 'PERSON')]",37
@JasonRosario-z8x,2026-06-20T18:07:31Z,1,Pls upload atleast 5-6 highlight,fJrctBM0poE,please upload atleast 5 6 highlight,positive,0.5719,"['atleast highlight', 'highlight', 'upload']",[],27
@Aayuu0319,2026-06-20T18:03:20Z,0,❤️,fJrctBM0poE,,neutral,0.0,[],[],0
@TheSytheOfficial,2026-06-20T17:50:54Z,1,Amazing match next time portugal!,fJrctBM0poE,amazing match next time portugal,positive,0.5859,"['time portugal', 'portugal', 'amazing match']","[('portugal', 'GPE')]",8
@AppuaAppu-f1i,2026-06-20T17:47:31Z,1,👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,fJrctBM0poE,,neutral,0.0,[],[],0
@FXCOIN369,2026-06-20T17:35:35Z,0,Khi nào còn thằng Bruno là còn thua dài dài,fJrctBM0poE,khi nào còn thằng bruno là còn thua dài dài,neutral,0.0,"['thua dài', 'dài dài', 'dài']","[('khi nào còn thằng bruno', 'ORG'), ('còn thua dài dài', 'ORG')]",-1
@AbdulloAhmadov-n8z,2026-06-20T17:29:06Z,0,Ronaldo's teammates must overcome their ego and pass the ball to Ronaldo to score!!!,fJrctBM0poE,ronaldo s teammates must overcome their ego and pass the ball to ronaldo to score,neutral,0.0,"['ronaldo teammates', 'ronaldo score', 'ball ronaldo']","[('ronaldo s teammates', 'ORG')]",101
@MirJarrar8777,2026-06-20T17:02:18Z,0,🇵🇹vs🇦🇷,fJrctBM0poE,vs,neutral,0.0,[],[],0
@Vecna004,2026-06-20T16:45:54Z,0,Cristiano's fans are just crazy people. Why did they go to write insults to the girls Nevesha And Bruno,fJrctBM0poE,cristiano s fans are just crazy people why did they go to write insults to the girls nevesha and bruno,negative,-0.6369,"['cristiano fans', 'cristiano', 'nevesha bruno']","[('cristiano s', 'ORG')]",81
@MahmoodRamees-b4r,2026-06-20T16:38:18Z,4,He is not watching.. He is observing to find a real way to the goal.. But the team is not supporting as he want..Dont underestimate him..,fJrctBM0poE,he is not watching he is observing to find a real way to the goal but the team is not supporting as he want don't underestimate him,negative,-0.0841,"['watching observing', 'watching', 'supporting']",[],-1
@Mad_Dark_Spirit,2026-06-20T16:36:46Z,0,"What is your diagnosis Dr. Congo? 

Anudda 1 all draw",fJrctBM0poE,what is your diagnosis dr congo anudda 1 all draw,neutral,0.0,"['congo anudda', 'anudda draw', 'dr congo']",[],24
@MahmoodRamees-b4r,2026-06-20T16:35:17Z,0,We hate Portugal team players because they ignore the legend ronaldo every time.if they are ready to pass ball he will show the real magical goals. Actually they don't know who is ronaldo and what is the power of ronaldo.. Shame on u gyz,fJrctBM0poE,we hate portugal team players because they ignore the legend ronaldo every time if they are ready to pass ball he will show the real magical goals actually they denial of normal t know who is ronaldo and what is the power of ronaldo shame on you gyz,negative,-0.7783,"['hate portugal', 'ronaldo shame', 'ronaldo']",[],33
@DivyanshuDubey-n5h,2026-06-20T16:31:20Z,0,Anyone from india,fJrctBM0poE,anyone from india,neutral,0.0,['india'],"[('india', 'GPE')]",115
@gagangadi6331,2026-06-20T16:28:43Z,0,Itu sundulan kongo seharusnya mudah di antisipasi oleh kiper portugal harusnya karena bola pas diatas kiper.,fJrctBM0poE,itu sundulan kongo seharusnya mudah di antisipasi oleh kiper portugal harusnya karena bola parent at side diatas kiper,neutral,0.0,"['kongo seharusnya', 'harusnya karena', 'seharusnya mudah']","[('itu', 'ORG'), ('kongo seharusnya mudah di', 'PERSON'), ('portugal', 'GPE'), ('harusnya', 'GPE')]",11
@unseen_memes_09,2026-06-20T16:27:13Z,0,1:22 Bruno could have scored but  goat 😂 wants to do suiiiiii 😂😂😂😂,fJrctBM0poE,1 22 bruno could have scored but goat wants to do suiiiiii,neutral,0.0,"['scored goat', 'bruno scored', '22 bruno']",[],91
@Pank8661,2026-06-20T16:25:33Z,0,Make him a referee……after the goal he was asking an offside…..his own team scored,fJrctBM0poE,make him a referee after the goal he was asking an offside his own team scored,neutral,0.0,"['asking offside', 'offside', 'referee goal']",[],-1
@GmMonir-q3l,2026-06-20T16:12:44Z,0,The best 2026 world cup bro but Argentina won the world cup we wanted Ronaldo to win it man,fJrctBM0poE,the best 2026 world cup brother but argentina won the world cup we wanted ronaldo to win it man,positive,0.9306,"['brother argentina', 'argentina won', 'ronaldo win']","[('argentina', 'GPE')]",72
@GmMonir-q3l,2026-06-20T16:11:46Z,0,Bro Ronaldo suiiiie!,fJrctBM0poE,brother ronaldo suiiiie,neutral,0.0,"['brother ronaldo', 'ronaldo suiiiie', 'ronaldo']","[('ronaldo', 'PERSON')]",13
@DrishyanthR,2026-06-20T16:09:30Z,0,"When I was a kid, I wanted to play like ronaldo, now ronaldo plays like me",fJrctBM0poE,when i was a kid i wanted to play like ronaldo now ronaldo plays like me,positive,0.8126,"['ronaldo plays', 'like ronaldo', 'ronaldo']",[],82
@Kc-iu4ru,2026-06-20T15:51:02Z,0,Let's see when CR7 retired how many wc will they qualify,fJrctBM0poE,let s see when cr7 retired how many who cares will they qualify,positive,0.4588,"['cr7 retired', 'let cr7', 'cares qualify']","[('cr7', 'PERSON')]",-1
@ShartuHasan-f8f,2026-06-20T15:50:38Z,0,Nash,fJrctBM0poE,nash,neutral,0.0,[],[],57
@vishveshtadsare3160,2026-06-20T15:50:08Z,0,messi playing like messi 😀 but why cr playing like me 😭,fJrctBM0poE,messi playing like messi but why Can't remember playing like me,negative,-0.3406,"['messi remember', 'messi playing', 'messi']","[('messi', 'PERSON'), ('messi', 'PERSON')]",3
@SagarPyakurel-n8x,2026-06-20T15:29:21Z,0,Ronaldo is Goat but now it what's happened,fJrctBM0poE,ronaldo is goat but now it what s happened,neutral,0.0,"['ronaldo goat', 'ronaldo', 'goat happened']","[('ronaldo', 'ORG')]",40
@BaSicEditz94,2026-06-20T15:27:48Z,1,Just one bad game and people forgot your legacy 😮‍💨,fJrctBM0poE,just one bad game and people forgot your legacy,negative,-0.5423,"['forgot legacy', 'legacy', 'bad game']",[],46
@Mizoboymizoboy,2026-06-20T15:18:10Z,0,😢CR7  goat is unlucky,fJrctBM0poE,cr7 goat is unlucky,neutral,0.0,"['cr7 goat', 'goat unlucky', 'cr7']","[('cr7 goat', 'PERSON')]",98
@FaithNdanu-t4n,2026-06-20T15:17:12Z,0,Ronaldo I love.  You3,fJrctBM0poE,ronaldo i love you3,positive,0.6369,"['ronaldo love', 'ronaldo', 'love you3']","[('you3', 'ORG')]",-1
@SagarKhatri-w3f,2026-06-20T15:04:13Z,1,Messi 3 goals hatrick🎉🎉🎉🎉,fJrctBM0poE,messi 3 goals hatrick,neutral,0.0,"['goals hatrick', 'messi goals', 'messi']","[('messi', 'PERSON')]",15
@ahmad.m56,2026-06-20T14:58:10Z,0,Ronaldo even pointed to the ref for his own team's offside goal,fJrctBM0poE,ronaldo even pointed to the ref for his own team s offside goal,neutral,0.0,"['ronaldo pointed', 'offside goal', 'offside']","[('ronaldo', 'ORG'), ('ref', 'ORG')]",135
@adrianho5928,2026-06-20T14:56:40Z,0,C.Ronaldo is the G.O.A.T. Siuuuuuuuuuuuuu🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹,fJrctBM0poE,see ronaldo is the g Oh a t siuuuuuuuuuuuuu,neutral,0.0,"['ronaldo oh', 'ronaldo', 'oh siuuuuuuuuuuuuu']",[],-1
@andrewbernard4866,2026-06-20T14:27:58Z,0,I have high respect to CR7  and for 6 times World cup but the manager need to decide how to play with attacking style,fJrctBM0poE,i have high respect to cr7 and for 6 times world cup but the manager need to decide how to play with attacking style,neutral,0.0387,"['play attacking', 'attacking style', 'respect cr7']","[('cr7', 'PERSON')]",119
@Kryonetic,2026-06-20T14:24:41Z,0,"Mbappe 2 goals
Haaland 2 goals
Messi 3 goals
Ronaldo 41 years old",fJrctBM0poE,mbappe 2 goals haaland 2 goals messi 3 goals ronaldo 41 years old,neutral,0.0,"['ronaldo 41', 'mbappe goals', 'goals messi']",[],15
@markloidliboon3372,2026-06-20T14:24:31Z,0,let's go portugal,fJrctBM0poE,let s go portugal,neutral,0.0,"['let portugal', 'portugal', 'let']","[('portugal', 'GPE')]",8
@vc8546,2026-06-20T14:18:45Z,0,Portuguese squade should know we support and went to stadium just because of Ronaldo if not nobody fu....... Want to hear about Portugal and will my hatest football team in world,fJrctBM0poE,portuguese squade should know we support and went to stadium just because of ronaldo if not nobody fuck you want to hear about portugal and will my hatest football team in world,positive,0.705,"['portugal hatest', 'portuguese squade', 'hear portugal']","[('portugal', 'GPE')]",33
@GlenmoraySmillie,2026-06-20T14:17:41Z,0,Ronaldo vs commentary 😢,fJrctBM0poE,ronaldo vs commentary,neutral,0.0,"['ronaldo vs', 'vs commentary', 'commentary']","[('ronaldo', 'ORG')]",-1
@KillGebremedhin,2026-06-20T14:13:51Z,0,Portugal is stand up fifa world cup 2026,fJrctBM0poE,portugal is stand up fifa world cup 2026,neutral,0.0,"['portugal stand', 'portugal', 'stand fifa']","[('portugal', 'GPE')]",-1
@محمدرضا-ض9ر1ج,2026-06-20T14:13:16Z,0,His teammate is weak,fJrctBM0poE,his teammate is weak,negative,-0.4404,"['teammate weak', 'weak', 'teammate']",[],-1
@xxcrew,2026-06-20T14:09:18Z,0,Messi>ronaldo,fJrctBM0poE,messi ronaldo,neutral,0.0,"['messi ronaldo', 'ronaldo', 'messi']","[('messi', 'PERSON')]",144
@zainzachary6019,2026-06-20T14:09:04Z,0,"this has got to be the shitiest match i have ever seen in the history of football. i feel sorry for the people that pay a lot of time and money to watch this in the stadium. if they dont improve in the second game, portugal dont deserve to be in the tournament",fJrctBM0poE,this has got to be the shitiest match i have ever seen in the history of football i feel sorry for the people that pay a lot of time and money to watch this in the stadium if they don't improve in the second game portugal don't deserve to be in the tournament,negative,-0.4777,"['game portugal', 'shitiest match', 'portugal']","[('portugal', 'GPE')]",8
@Ti0Luch0,2026-06-20T14:07:24Z,0,The front picture showing Penaldo dribbling 🤣🤣🤣🤣🤣🤣🤣,fJrctBM0poE,the front picture showing penaldo dribbling,neutral,0.0,"['penaldo dribbling', 'showing penaldo', 'penaldo']",[],41
@crazy_AI_BOT,2026-06-20T14:06:13Z,0,Hahaha that thumbnail picture..mfss😂😂😂,fJrctBM0poE,hahaha that thumbnail picture mfss,positive,0.5574,"['picture mfss', 'mfss', 'hahaha thumbnail']","[('hahaha', 'PERSON')]",99
@raip9305,2026-06-20T14:05:10Z,0,Portugal coach should take Ronaldo off from team if they want to do better than this,fJrctBM0poE,portugal coach should take ronaldo off from team if they want to do better than this,positive,0.4939,"['portugal coach', 'coach ronaldo', 'ronaldo team']","[('portugal', 'GPE')]",33
@naylayaung5630,2026-06-20T13:57:59Z,0,They said we're too harsh towards Ronaldo but remember we won't forget and forgive what they did to us before 2021,fJrctBM0poE,they said we reply too harsh towards ronaldo but remember we won t forget and forgive what they did to us before 2021,positive,0.6597,"['harsh ronaldo', 'ronaldo remember', 'reply harsh']",[],33
@StefanAnimated-qu7ct,2026-06-20T13:54:47Z,0,"If IShowSpeed sees this, it would make history",fJrctBM0poE,if ishowspeed sees this it would make history,neutral,0.0,"['ishowspeed sees', 'ishowspeed', 'make history']",[],-1
